data;cota;patrimonio_liquido
2024-10-30;1.7304733;243436883.63
2024-10-31;1.7183332;241708412.13
2024-11-01;1.7027402;240342899.11
2024-11-04;1.7251918;242796077.58
2024-11-05;1.7279718;242592942.95
2024-11-06;1.7256733;242218898.13
2024-11-07;1.7136878;241132975.2
2024-11-08;1.7000771;239281995.4
2024-11-11;1.696181;238905909.98
2024-11-12;1.6894403;238067591.93
2024-11-13;1.6860249;237633369.6
2024-11-14;1.6831407;236986361.41
2024-11-18;1.6858654;237486762.54
2024-11-19;1.6888195;237967412.4
2024-11-21;1.6741571;235614926.84
2024-11-22;1.6934057;238485293.81
2024-11-25;1.6968869;239004458.03
2024-11-26;1.709475;240910699.76
2024-11-27;1.6877682;236753407.85
2024-11-28;1.6520188;232251350.46
2024-11-29;1.6551572;232553495.44
2024-12-02;1.6441947;231155010.35
2024-12-03;1.6529645;231972963.33
2024-12-04;1.6492399;231127620.78
2024-12-05;1.659432;232177608.45
2024-12-06;1.6503435;230960553.03
2024-12-09;1.6493746;230932931.35
2024-12-10;1.6584061;232702455.85
2024-12-11;1.6722237;234448891.47
2024-12-12;1.6517837;231476356.93
2024-12-13;1.6418074;228878610.89
2024-12-16;1.6247086;226536086.33
2024-12-17;1.629866;225932024.11
2024-12-18;1.5954275;221473555.39
2024-12-19;1.6021122;221238597.2
2024-12-20;1.6198767;223734552.85
2024-12-23;1.6110169;222716643.82
2024-12-24;1.610997;222713897.04
2024-12-26;1.6196233;223822913.82
2024-12-27;1.6276808;223695475.89
2024-12-30;1.6310306;224919785.66
2024-12-31;1.6310286;224919511.54
2025-01-02;1.623872;224139315.94
2025-01-03;1.6093207;222314788.4
2025-01-06;1.6280472;223043930.14
2025-01-07;1.6395777;224683427.88
2025-01-08;1.6256947;222716301.83
2025-01-09;1.6230205;222246814.72
2025-01-10;1.6145749;220744744.66
2025-01-13;1.6106789;223145839.21
2025-01-14;1.6181531;224105376.81
2025-01-15;1.65269;228701340.0
2025-01-16;1.6391823;226677089.28
2025-01-17;1.6371808;225734346.97
2025-01-20;1.6377434;225926007.33
2025-01-21;1.6400522;225702996.23
2025-01-22;1.6409243;225103167.17
2025-01-23;1.6297926;223262959.21
2025-01-24;1.6285386;222875466.07
2025-01-27;1.6598244;226955184.27
2025-01-28;1.6511597;225712050.78
2025-01-29;1.6475698;224752813.1
2025-01-30;1.6838435;229618764.08
2025-01-31;1.6820771;229125257.3
2025-02-03;1.680489;228614574.42
2025-02-04;1.6790329;228132928.88
2025-02-05;1.6728109;227108245.42
2025-02-06;1.6829457;226494668.75
2025-02-07;1.6673643;224149998.0
2025-02-10;1.6799865;222932473.62
2025-02-11;1.6893809;224028861.42
2025-02-12;1.6671698;220923199.58
2025-02-13;1.6679016;220646953.93
2025-02-14;1.6996848;224530140.17
2025-02-17;1.7164855;226724808.5
2025-02-18;1.7169346;227083976.26
2025-02-19;1.7044057;225332818.06
2025-02-20;1.7061699;225507277.96
2025-02-21;1.7085079;225628874.07
2025-02-24;1.691349;223318499.92
2025-02-25;1.6926512;223402318.67
2025-02-26;1.6778593;221433944.3
2025-02-27;1.6797319;221466860.32
2025-02-28;1.6664016;219627797.3
2025-03-05;1.6584461;218655507.03
2025-03-06;1.6700311;220707538.53
2025-03-07;1.6917477;223690068.26
2025-03-10;1.6846611;222152210.56
2025-03-11;1.6811278;221366120.75
2025-03-12;1.6862627;222256791.74
2025-03-13;1.6965528;223751032.12
2025-03-14;1.7285325;228011505.44
2025-03-17;1.7419378;230177706.78
2025-03-18;1.7440113;230523954.68
2025-03-19;1.7535939;231140621.92
2025-03-20;1.7501919;230394150.33
2025-03-21;1.7545512;230143195.23
2025-03-24;1.7474648;229152361.49
2025-03-25;1.7583026;230242461.15
2025-03-26;1.7664936;231479666.29
2025-03-27;1.7702026;231136439.3
2025-03-28;1.7623871;230136214.95
2025-03-31;1.7503695;229186899.32
2025-04-01;1.7576757;230175161.04
2025-04-02;1.761978;230410038.58
2025-04-03;1.7686668;231053618.31
2025-04-04;1.7333109;226273379.16
2025-04-07;1.7118413;223414668.52
2025-04-08;1.6998849;222048016.12
2025-04-09;1.7267401;226094624.37
2025-04-10;1.7111616;224099942.98
2025-04-11;1.7253391;225665715.93
2025-04-14;1.7419718;227884203.08
2025-04-15;1.745604;228399469.2
2025-04-16;1.74551;228468717.24
2025-04-17;1.7671197;231157983.53
2025-04-22;1.7788112;232783869.0
2025-04-23;1.7894617;234189767.39
2025-04-24;1.8137249;237025254.67
2025-04-25;1.8146743;237562408.64
2025-04-28;1.8174952;237967104.66
2025-04-29;1.8184427;238011427.89
2025-04-30;1.8366299;239986384.01
2025-05-02;1.8414351;240614318.72
2025-05-05;1.8284221;238806556.14
2025-05-06;1.8282012;238853681.42
2025-05-07;1.8285844;239383388.09
2025-05-08;1.8632872;243394176.72
2025-05-09;1.8577957;243388668.13
2025-05-12;1.8530881;242899504.83
2025-05-13;1.8746229;245764681.15
2025-05-14;1.873169;245464264.48
2025-05-15;1.8872076;247291339.57
2025-05-16;1.8802482;246707808.12
2025-05-19;1.8788489;246983619.11
2025-05-20;1.8888378;248316421.48
2025-05-21;1.8664653;245634234.42
2025-05-22;1.8673434;245386949.91
2025-05-23;1.8767053;246719482.03
2025-05-26;1.8773098;246911061.94
2025-05-27;1.9004099;250241107.3
2025-05-28;1.8963353;249730668.39
2025-05-29;1.8982085;249446251.69
2025-05-30;1.8907485;248539931.51
2025-06-02;1.8894528;248427599.05
2025-06-03;1.9091629;251111997.85
2025-06-04;1.9098887;251219309.17
2025-06-05;1.9037267;250804195.34
2025-06-06;1.899619;250386194.52
2025-06-09;1.8879943;248550266.65
2025-06-10;1.8939854;249697135.7
2025-06-11;1.9000331;250514789.45
2025-06-12;1.8997766;250785001.88
2025-06-13;1.8970235;250455297.43
2025-06-16;1.9145898;252988719.46
2025-06-17;1.9171647;253238493.09
2025-06-18;1.9100012;251920570.51
2025-06-20;1.9010896;250929086.67
2025-06-23;1.8959862;250541107.96
2025-06-24;1.9049797;251754685.87
2025-06-25;1.8943048;250342437.62
2025-06-26;1.9083371;252566117.12
2025-06-27;1.910217;253542654.6
2025-06-30;1.9379143;257105652.22
2025-07-01;1.9404439;257439383.84
2025-07-02;1.927574;257449542.18
2025-07-03;1.9490846;261341612.35
2025-07-04;1.9552427;266843000.45
2025-07-07;1.9410882;266183923.88
2025-07-08;1.9428373;267437203.69
2025-07-09;1.9259134;264431958.93
2025-07-10;1.9172311;263318037.65
2025-07-11;1.9123045;263002141.05
2025-07-14;1.9061166;262830975.8
2025-07-15;1.9098523;265216972.59
2025-07-16;1.906843;265867628.17
2025-07-17;1.9041909;265573321.83
2025-07-18;1.8815619;262903741.36
2025-07-21;1.8805271;262741138.45
2025-07-22;1.8748874;262166468.97
2025-07-23;1.8946833;265096617.31
2025-07-24;1.881842;263562987.08
2025-07-25;1.8874365;264419707.16
2025-07-28;1.8714898;262126147.81
2025-07-29;1.8786003;263199032.76
2025-07-30;1.8913775;265431878.34
2025-07-31;1.8842375;264074987.52
2025-08-01;1.8770832;263326604.46
2025-08-04;1.8774578;263508598.93
2025-08-05;1.8756247;263665573.4
2025-08-06;1.8939893;258527651.8
2025-08-07;1.9097935;260793459.67
2025-08-08;1.9114494;261204141.84
2025-08-11;1.9118027;261300060.36
2025-08-12;1.9275231;263594690.99
2025-08-13;1.9243389;263259021.14
2025-08-14;1.9291655;264167043.63
2025-08-15;1.9361922;265326842.25
2025-08-18;1.9453424;266517347.1
2025-08-19;1.9187274;263393866.64
2025-08-20;1.9198619;263576534.38
2025-08-21;1.9106631;262402956.46
2025-08-22;1.9470393;267906965.35
2025-08-25;1.9506214;268598827.06
2025-08-26;1.9498385;268543607.86
2025-08-27;1.9660259;271432482.01
2025-08-28;1.9890723;274738844.37
2025-08-29;1.9913562;275180084.98
2025-09-01;1.9891118;275232054.4
2025-09-02;1.9787178;274395166.19
2025-09-03;1.9778014;274705464.45
2025-09-04;1.9905388;276741661.79
2025-09-05;2.0066845;278763082.72
2025-09-08;1.9981253;277727295.48
2025-09-09;1.997153;278121495.94
2025-09-10;1.9961151;277928936.24
2025-09-11;2.0073182;279516506.56
2025-09-12;1.9981314;278745908.66
2025-09-15;2.005686;280221402.03
2025-09-16;2.0102428;281179846.05
2025-09-17;2.0244944;283503077.56
2025-09-18;2.0206252;283235989.47
2025-09-19;2.0242942;283872043.07
2025-09-22;2.0180008;283116027.15
2025-09-23;2.0301887;286868589.35
2025-09-24;2.02905;287222100.79
2025-09-25;2.0156524;285617752.51
2025-09-26;2.0163751;285931292.97
2025-09-29;2.0246244;284240982.38
2025-09-30;2.0288726;284908025.16
2025-10-01;2.021297;284139822.32
2025-10-02;2.0036569;281787648.39
2025-10-03;2.0040382;281870453.83
2025-10-06;1.989649;280506483.82
2025-10-07;1.9587055;276761810.89
2025-10-08;1.9572585;276944743.75
2025-10-09;1.9484004;276178061.27
2025-10-10;1.9435846;275754443.7
2025-10-13;1.9490503;276726292.91
2025-10-14;1.9439;276276339.71
2025-10-15;1.9591193;278225137.47
2025-10-16;1.9521885;277106123.4
2025-10-17;1.9684892;279026265.12
2025-10-20;1.9804533;280956095.94
2025-10-21;1.9784562;280830780.89
2025-10-22;1.9897366;281476451.11
2025-10-23;2.0005978;283202241.94
2025-10-24;2.0100035;284758830.06
2025-10-27;2.0191629;286284741.64
2025-10-28;2.0142251;285831707.57
2025-10-30;2.0366466;290648506.78
2025-10-31;2.0505911;292658529.8
2025-11-03;2.0537091;293828493.1
2025-11-04;2.0581363;294555762.32
2025-11-05;2.0770652;297444679.95
2025-11-06;2.0616198;295595800.64
2025-11-07;2.0647181;296367212.27
2025-11-10;2.0729469;298178206.85
2025-11-11;2.1102028;304120887.57
2025-11-12;2.1117152;304319731.92
2025-11-13;2.1212975;306241257.87
2025-11-14;2.1200712;305892065.59
2025-11-17;2.1153297;305151602.47
2025-11-18;2.1141461;305429620.96
2025-11-19;2.1057977;304432139.69
2025-11-21;2.1251935;307344110.11
2025-11-24;2.1175061;306698711.35
2025-11-25;2.1226042;307346234.56
2025-11-26;2.1417987;310584240.96
2025-11-27;2.1420104;310668030.67
2025-11-28;2.1565456;313094988.66
2025-12-01;2.1565141;313432134.42
2025-12-02;2.1755295;316845614.79
2025-12-03;2.1787131;318180742.39
2025-12-04;2.1959237;321173928.13
2025-12-05;2.125087;311327435.75
2025-12-08;2.1399861;314280468.76
2025-12-09;2.1350041;314189322.3
2025-12-10;2.1415132;315694875.78
2025-12-11;2.146887;317219358.78
2025-12-12;2.1573119;319253559.06
2025-12-15;2.1642406;320831406.42
2025-12-16;2.1374307;318391445.57
2025-12-17;2.1303461;317964316.53
2025-12-18;2.1351859;319315324.51
2025-12-19;2.1371221;320317424.49
2025-12-22;2.1277905;320115744.38
2025-12-23;2.1539365;327277293.76
2025-12-24;2.1540893;327300518.71
2025-12-26;2.1630204;330496355.79
2025-12-29;2.1650251;333012186.33
2025-12-30;2.1760119;336068059.62
2025-12-31;2.1761796;336093953.51
2026-01-02;2.1712952;336711448.0
2026-01-05;2.1786942;338117529.9
2026-01-06;2.1950298;340838121.7
2026-01-07;2.1810534;341615262.02
2026-01-08;2.1810765;342051834.21
2026-01-09;2.1853557;342789571.0
2026-01-12;2.180716;342138235.71
2026-01-13;2.1665886;340245687.77
2026-01-14;2.1801686;342899910.55
2026-01-15;2.1839012;343717854.23
2026-01-16;2.1688173;342075963.25
2026-01-19;2.1658469;340890981.04
2026-01-20;2.171772;342368857.52
2026-01-21;2.2113107;349131230.38
2026-01-22;2.236193;352770796.99
2026-01-23;2.2589204;356826741.74
2026-01-26;2.2609235;357543103.12
2026-01-27;2.2854268;361775905.27
2026-01-28;2.3038958;364979100.19
2026-01-29;2.2893446;362642079.11
2026-01-30;2.2895513;364317429.22
2026-02-02;2.2993064;366454114.5
2026-02-03;2.3141501;369210579.89
2026-02-04;2.283706;361729950.07
2026-02-05;2.2855381;362704610.61
2026-02-06;2.2884238;363453510.25
2026-02-09;2.3069902;366914886.16
2026-02-10;2.3138872;368238940.65
2026-02-11;2.340114;374318722.37
2026-02-12;2.324341;370189836.04
2026-02-13;2.3191615;370033757.52
2026-02-18;2.3166092;370692801.52
2026-02-19;2.3381409;374247696.9
2026-02-20;2.3559339;378046114.88
2026-02-23;2.347765;377210763.35
2026-02-24;2.3764723;382355537.2
2026-02-25;2.377735;383149512.28
2026-02-26;2.3837497;384504484.64
2026-02-27;2.3671018;382297459.87
2026-03-02;2.3595075;381527533.57
2026-03-03;2.3153658;375337809.57
2026-03-04;2.3276573;378261514.06
2026-03-05;2.2970437;374163753.13
2026-03-06;2.2887628;374232210.7
2026-03-09;2.2890699;374480430.81
2026-03-10;2.3073306;377710110.85
2026-03-11;2.3033517;377678907.5
2026-03-12;2.2660205;372937529.8
2026-03-13;2.2548907;372477628.31
2026-03-16;2.2647542;374511916.71
2026-03-17;2.2649788;375154190.8
2026-03-18;2.2530867;372824665.71
2026-03-19;2.2488583;371927567.37
2026-03-20;2.2187124;367288705.05
2026-03-23;2.2719428;376151327.96
2026-03-24;2.2688975;376488127.99
2026-03-25;2.296157;380771013.05
2026-03-26;2.2703076;377626930.71
2026-03-27;2.2513809;374294232.83
2026-03-30;2.2560108;376112461.57
2026-03-31;2.2969034;382918689.62
2026-04-01;2.3059363;384774543.49
2026-04-02;2.2990835;383460891.97
2026-04-06;2.2937787;383008349.58
2026-04-07;2.2754523;381203057.19
2026-04-08;2.3091348;386869110.63
2026-04-09;2.3286907;390816841.19
2026-04-10;2.3259633;390602286.09
2026-04-13;2.3393661;392791486.14
2026-04-14;2.344089;394081075.47
2026-04-15;2.3393519;393758613.88
2026-04-16;2.3273663;391828052.51
2026-04-17;2.3351028;394398129.48
2026-04-20;2.3369781;395007057.9
2026-04-22;2.312837;390866252.14
2026-04-23;2.2918842;387523737.22
2026-04-24;2.2853506;387745472.73
2026-04-27;2.2643549;391557056.07
2026-04-28;2.2528131;389789919.91
2026-04-29;2.2230021;385018765.71
2026-04-30;2.2415077;384557585.31
2026-05-04;2.2270912;381570900.69
2026-05-05;2.2378308;384905969.37
2026-05-06;2.256641;388451506.95
2026-05-07;2.2378641;383929044.82
2026-05-08;2.2366853;383807556.51
2026-05-11;2.2139758;379907479.97
2026-05-12;2.1952659;377633433.17
2026-05-13;2.1584616;371888766.45
2026-05-14;2.1772301;375143403.73
2026-05-15;2.1653826;373318166.27
2026-05-18;2.1656527;374661497.16
2026-05-19;2.1417622;370832815.88
2026-05-20;2.1837046;378562367.86
2026-05-21;2.1852496;377259546.28
2026-05-22;2.1741091;375365847.79
2026-05-25;2.1947965;379069582.87
2026-05-26;2.1849787;377378064.38
2026-05-27;2.1841868;377633284.96
2026-05-28;2.1739333;375473968.04
2026-05-29;2.1652317;374760218.63
2026-06-01;2.1534812;373068999.63
2026-06-02;2.1689848;375636789.55
2026-06-03;2.1378808;372000038.76
2026-06-05;2.1269616;370595278.4
2026-06-08;2.119302;369520951.94
2026-06-09;2.1253136;370993998.98
2026-06-10;2.1102086;368186393.09
2026-06-11;2.1395263;373030492.62
2026-06-12;2.1377912;372969729.4
2026-06-15;2.1312224;371131656.54
2026-06-16;2.1315369;372147116.75
2026-06-17;2.1147487;369780234.86
2026-06-18;2.1123202;368700374.64
2026-06-19;2.115453;369093953.21
2026-06-22;2.1263397;371709375.89
2026-06-23;2.1290305;371774028.04
2026-06-24;2.133475;372940948.51
2026-06-25;2.141756;375039059.64
2026-06-26;2.1551087;377522531.42
2026-06-29;2.1496229;376361626.66
2026-06-30;2.1429349;375398211.26
2026-07-01;2.1386048;374526529.73
2026-07-02;2.1505317;376580588.08
2026-07-03;2.1611553;378669828.9
2026-07-06;2.138756;374722965.86
2026-07-07;2.1232933;371669102.5
2026-07-08;2.1108657;369646897.17
2026-07-09;2.1370282;374550151.02
2026-07-10;2.1753562;381120918.93
2026-07-13;2.1529463;377149483.81
2026-07-14;2.1611341;378473683.09
2026-07-15;2.1580983;378868797.01
2026-07-16;2.1509012;377649306.96
2026-07-17;2.1421252;376463469.84
2026-07-20;2.1334946;375473080.98
2026-07-21;2.1252249;374265381.83
2026-07-22;2.1482439;377603320.94
2026-07-23;2.1279374;373923398.99
2026-07-24;2.1137019;370930928.81
2026-07-27;2.131382;373707659.75
2026-07-28;2.1426557;374203812.07
2026-07-29;2.1232282;371034641.16
2026-07-30;2.1474603;375188324.74
2026-07-31;2.1518987;375447892.03
2026-08-03;2.152313;373387668.65
2026-08-04;2.1440835;371794614.08
2026-08-05;2.1404044;370489226.42
2026-08-06;2.116309;366509760.45
2026-08-07;2.0953614;362843400.79
2026-08-10;2.0822871;360751955.07
2026-08-11;2.0463417;354983491.14
2026-08-12;2.0450226;348689016.92
2026-08-13;2.069209;352607512.49
2026-08-14;2.0614049;350576184.22
2026-08-17;2.0524822;348785427.12
2026-08-18;2.0439232;347312712.28
2026-08-19;2.0553866;348786095.09
2026-08-20;2.0535288;348236950.69
2026-08-21;2.0849184;353804746.21
2026-08-24;2.1049062;357304293.21
2026-08-25;2.1412705;362407867.25
2026-08-26;2.141349;362274958.55
2026-08-27;2.14733;363309808.34
2026-08-28;2.1460947;362426962.91
2026-08-31;2.1607663;364374291.05
