data;fechamento;fechamento_ajustado
2024-05-02;105.91000366210938;83.04203796386719
2024-05-03;105.91000366210938;83.04203796386719
2024-05-06;105.88999938964844;83.02632141113281
2024-05-07;105.80000305175781;82.95577239990234
2024-05-08;106.29000091552734;83.3399887084961
2024-05-09;106.37000274658203;83.40269470214844
2024-05-10;106.91999816894531;83.83393859863281
2024-05-13;106.63999938964844;83.61439514160156
2024-05-14;106.98999786376953;83.88883209228516
2024-05-15;106.66999816894531;83.63790130615234
2024-05-16;107.26000213623047;84.10052490234375
2024-05-17;107.86000061035156;84.57098388671875
2024-05-20;108.04000091552734;84.71209716796875
2024-05-21;107.4800033569336;84.27302551269531
2024-05-22;108.27999877929688;84.90028381347656
2024-05-23;109.0999984741211;85.5432357788086
2024-05-24;109.3499984741211;85.73925018310547
2024-05-27;109.98999786376953;86.24105834960938
2024-05-28;110.0;86.2489013671875
2024-05-29;111.87999725341797;87.72299194335938
2024-05-31;112.18000030517578;87.95819091796875
2024-06-03;109.94000244140625;87.17320251464844
2024-06-04;109.98999786376953;87.21286010742188
2024-06-05;109.95999908447266;87.18907928466797
2024-06-06;110.4000015258789;87.53794860839844
2024-06-07;110.86000061035156;87.9026870727539
2024-06-10;110.55999755859375;87.66480255126953
2024-06-11;109.5;86.82432556152344
2024-06-12;109.51000213623047;86.83226776123047
2024-06-13;108.69999694824219;86.19000244140625
2024-06-14;106.80999755859375;84.69139099121094
2024-06-17;106.7300033569336;84.62794494628906
2024-06-18;106.98999786376953;84.83411407470703
2024-06-19;106.70999908447266;84.61209106445312
2024-06-20;106.8499984741211;84.72309112548828
2024-06-21;107.05999755859375;84.88957977294922
2024-06-24;106.80999755859375;84.69139099121094
2024-06-25;107.01000213623047;84.84996032714844
2024-06-26;107.44999694824219;85.19884490966797
2024-06-27;107.37000274658203;85.13541412353516
2024-06-28;108.30000305175781;85.8728256225586
2024-07-01;106.80000305175781;84.68343353271484
2024-07-02;107.2699966430664;85.05613708496094
2024-07-03;107.12000274658203;84.93719482421875
2024-07-04;107.47000122070312;85.21469116210938
2024-07-05;107.3499984741211;85.11956787109375
2024-07-08;107.80000305175781;85.47639465332031
2024-07-09;107.9000015258789;85.5556640625
2024-07-10;107.80999755859375;85.48429107666016
2024-07-11;107.88999938964844;85.54773712158203
2024-07-12;108.0;85.63494873046875
2024-07-15;107.80999755859375;85.48429107666016
2024-07-16;107.91999816894531;85.57150268554688
2024-07-17;108.12999725341797;85.7380599975586
2024-07-18;107.9800033569336;85.61908721923828
2024-07-19;108.18000030517578;85.7776870727539
2024-07-22;108.05999755859375;85.68253326416016
2024-07-23;107.93000030517578;85.57942962646484
2024-07-24;108.2699966430664;85.84905242919922
2024-07-25;107.69999694824219;85.3970718383789
2024-07-26;107.94999694824219;85.59532928466797
2024-07-29;107.0;84.84204864501953
2024-07-30;107.69000244140625;85.38915252685547
