data;fechamento;fechamento_ajustado
2024-05-02;63.91999816894531;52.530338287353516
2024-05-03;63.9900016784668;52.58786392211914
2024-05-06;64.18000030517578;52.744014739990234
2024-05-07;64.58000183105469;53.07273864746094
2024-05-08;63.9900016784668;52.58786392211914
2024-05-09;64.51000213623047;53.01521301269531
2024-05-10;64.29000091552734;52.834407806396484
2024-05-13;64.66999816894531;53.146697998046875
2024-05-14;64.62999725341797;53.11382293701172
2024-05-15;64.44000244140625;52.95768737792969
2024-05-16;64.91000366210938;53.343936920166016
2024-05-17;66.18000030517578;54.38764190673828
2024-05-20;66.1500015258789;54.36298751831055
2024-05-21;65.95999908447266;54.20684051513672
2024-05-22;65.44000244140625;53.77949905395508
2024-05-23;65.05000305175781;53.4589958190918
2024-05-24;65.08000183105469;53.48365020751953
2024-05-27;65.30000305175781;53.66444396972656
2024-05-28;63.88999938964844;52.50568389892578
2024-05-29;63.2400016784668;51.97150802612305
2024-05-31;63.20000076293945;51.938636779785156
2024-06-03;61.869998931884766;50.845619201660156
2024-06-04;61.2400016784668;50.327884674072266
2024-06-05;60.369998931884766;49.61289978027344
2024-06-06;61.209999084472656;50.30322265625
2024-06-07;60.40999984741211;49.645774841308594
2024-06-10;61.06999969482422;50.18817138671875
2024-06-11;60.97999954223633;50.11421203613281
2024-06-12;60.13999938964844;49.42388153076172
2024-06-13;60.83000183105469;49.990936279296875
2024-06-14;60.619998931884766;49.818355560302734
2024-06-17;60.380001068115234;49.621116638183594
2024-06-18;60.65999984741211;49.851226806640625
2024-06-19;60.849998474121094;50.00736999511719
2024-06-20;61.400001525878906;50.45936965942383
2024-06-21;60.83000183105469;49.990936279296875
2024-06-24;60.900001525878906;50.048465728759766
2024-06-25;60.650001525878906;49.84300994873047
2024-06-26;61.400001525878906;50.45936965942383
2024-06-27;61.560001373291016;50.59086227416992
2024-06-28;62.220001220703125;51.13325500488281
2024-07-01;63.13999938964844;51.88932418823242
2024-07-02;62.93000030517578;51.71674346923828
2024-07-03;64.18000030517578;52.744014739990234
2024-07-04;63.86000061035156;52.48103332519531
2024-07-05;63.599998474121094;52.267356872558594
2024-07-08;63.099998474121094;51.856449127197266
2024-07-09;63.02000045776367;51.79071044921875
2024-07-10;62.16999816894531;51.092166900634766
2024-07-11;62.0099983215332;50.960670471191406
2024-07-12;62.91999816894531;51.70852279663086
2024-07-15;62.9900016784668;51.76605224609375
2024-07-16;62.33000183105469;51.223655700683594
2024-07-17;61.75;50.74700164794922
2024-07-18;61.16999816894531;50.27035140991211
2024-07-19;61.119998931884766;50.2292594909668
